"id","title","firstName","lastName","name","stateAbbreviation","partyShort","leadershipRole"
"H000291","Senator, 1st Class","Philip","Hart","Philip Hart","MI","D",""
"H000297","Senator, 1st Class","Rupert","Hartke","Rupert Hartke","IN","D",""
"H000317","Senator, 2nd Class","Floyd","Haskell","Floyd Haskell","CO","D",""
"H000343","Senator, 2nd Class","Mark","Hatfield","Mark Hatfield","OR","R",""
"H000346","Senator, 2nd Class","William","Hathaway","William Hathaway","ME","D",""
"H000463","Senator, 2nd Class","Jesse","Helms","Jesse Helms","NC","R",""
"H000725","Senator, 3rd Class","Ernest","Hollings","Ernest Hollings","SC","D",""
"H000875","Senator, 1st Class","Roman","Hruska","Roman Hruska","NE","R",""
"H000905","Senator, 2nd Class","Walter","Huddleston","Walter Huddleston","KY","D",""
"H000922","Senator, 3rd Class","Harold","Hughes","Harold Hughes","IA","D",""
"H000953","Senator, 1st Class","Hubert","Humphrey","Hubert Humphrey","MN","I",""
"I000025","Senator, 3rd Class","Daniel","Inouye","Daniel Inouye","HI","D",""
"J000013","Senator, 1st Class","Henry","Jackson","Henry Jackson","WA","D",""
"J000064","Senator, 3rd Class","Jacob","Javits","Jacob Javits","NY","R",""
"J000189","Senator, 2nd Class","John","Johnston","John Johnston","LA","D",""
"K000105","Senator, 1st Class","Edward","Kennedy","Edward Kennedy","MA","D",""
"L000148","Senator, 3rd Class","Paul","Laxalt","Paul Laxalt","NV","R",""
"L000428","Senator, 3rd Class","Russell","Long","Russell Long","LA","D",""
"M000053","Senator, 3rd Class","Warren","Magnuson","Warren Magnuson","WA","D",""
"M000113","Senator, 1st Class","Michael","Mansfield","Michael Mansfield","MT","D",""
"M000241","Senator, 3rd Class","Charles","Mathias","Charles Mathias","MD","R",""
"M000332","Senator, 2nd Class","John","McClellan","John McClellan","AR","D",""
"M000346","Senator, 2nd Class","James","McClure","James McClure","ID","R",""
"M000445","Senator, 1st Class","Gale","McGee","Gale McGee","WY","D",""
"M000452","Senator, 3rd Class","George","McGovern","George McGovern","SD","D",""
"M000486","Senator, 2nd Class","Thomas","McIntyre","Thomas McIntyre","NH","D",""
"M000671","Senator, 2nd Class","Lee","Metcalf","Lee Metcalf","MT","D",""
"M000678","Senator, 3rd Class","Howard","Metzenbaum","Howard Metzenbaum","OH","D",""
"M000851","Senator, 2nd Class","Walter","Mondale","Walter Mondale","MN","I",""
"M000876","Senator, 1st Class","Joseph","Montoya","Joseph Montoya","NM","D",""
"M001033","Senator, 1st Class","Frank","Moss","Frank Moss","UT","D",""
"M001121","Senator, 1st Class","Edmund","Muskie","Edmund Muskie","ME","D",""
"N000033","Senator, 3rd Class","Gaylord","Nelson","Gaylord Nelson","WI","D",""
"N000171","Senator, 2nd Class","Samuel","Nunn","Samuel Nunn","GA","D",""
"P000009","Senator, 3rd Class","Robert","Packwood","Robert Packwood","OR","R",""
"P000100","Senator, 1st Class","John","Pastore","John Pastore","RI","D",""
"P000166","Senator, 2nd Class","James","Pearson","James Pearson","KS","R",""
"P000193","Senator, 2nd Class","Claiborne","Pell","Claiborne Pell","RI","D",""
"P000222","Senator, 2nd Class","Charles","Percy","Charles Percy","IL","R",""
"P000553","Senator, 1st Class","William","Proxmire","William Proxmire","WI","D",""
"R000046","Senator, 2nd Class","Jennings","Randolph","Jennings Randolph","WV","D",""
"R000191","Senator, 3rd Class","Abraham","Ribicoff","Abraham Ribicoff","CT","D",""
"R000460","Senator, 1st Class","William","Roth","William Roth","DE","R",""
"S000096","Senator, 3rd Class","William","Saxbe","William Saxbe","OH","R",""
"S000159","Senator, 3rd Class","Richard","Schweiker","Richard Schweiker","PA","R",""
"S000174","Senator, 1st Class","Hugh","Scott","Hugh Scott","PA","R",""
"S000189","Senator, 2nd Class","William","Scott","William Scott","VA","R",""
"S000701","Senator, 2nd Class","John","Sparkman","John Sparkman","AL","D",""
"S000776","Senator, 1st Class","Robert","Stafford","Robert Stafford","VT","R",""
"S000852","Senator, 1st Class","John","Stennis","John Stennis","MS","D",""
"S000888","Senator, 2nd Class","Ted","Stevens","Ted Stevens","AK","R",""
"S000890","Senator, 3rd Class","Adlai","Stevenson","Adlai Stevenson","IL","D",""
"S000962","Senator, 3rd Class","Richard","Stone","Richard Stone","FL","D",""
"S001136","Senator, 1st Class","William","Symington","William Symington","MO","D",""
"T000010","Senator, 1st Class","Robert","Taft","Robert Taft","OH","R",""
"T000035","Senator, 3rd Class","Herman","Talmadge","Herman Talmadge","GA","D",""
"T000254","Senator, 2nd Class","Strom","Thurmond","Strom Thurmond","SC","R",""
"T000322","Senator, 2nd Class","John","Tower","John Tower","TX","R",""
"T000410","Senator, 1st Class","John","Tunney","John Tunney","CA","D",""
"W000253","Senator, 1st Class","Lowell","Weicker","Lowell Weicker","CT","R",""
"W000502","Senator, 1st Class","Harrison","Williams","Harrison Williams","NJ","D",""
"W000782","Senator, 3rd Class","Louis","Wyman","Louis Wyman","NH","R",""
"Y000047","Senator, 3rd Class","Milton","Young","Milton Young","ND","R",""
